item_id,book_title,author,average_rating
18332,"The Rescue Artist: A True Story of Art, Thieves, and the Hunt for a Missing Masterpiece",Edward Dolnick,3.77
18333,Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,3.71
18334,Kentucky Straight: Stories,Chris Offutt,4.03
18335,Out of the Woods,Chris Offutt,4.04
18337,No Heroes: A Memoir of Coming Home,Chris Offutt,3.87
18338,The Castle Keeps,Andrew J. Offutt,3.59
18339,The Same River Twice: A Memoir,Chris Offutt,3.93
18341,Conan: Sword of Skelos,Andrew J. Offutt,3.94
18343,The Four-Chambered Heart: V3 in Nin's Continuous Novel,Anaïs Nin,3.8
18345,Collages,Anaïs Nin,3.84
18348,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1932-1934",Anaïs Nin,3.99
18349,"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1934-1937",Anaïs Nin,4.13
18350,In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02
18353,Anaïs Nin: A Biography,Deirdre Bair,3.99
18356,Recollections Of Anais Nin: By Her Contemporaries,Benjamin Franklin   V,3.92
18357,"The Early Diary of Anaïs Nin, Vol. 4: 1927-1931",Anaïs Nin,4.2
18358,Ladders to Fire,Anaïs Nin,3.75
18360,Waste of Timelessness and Other Early Stories,Anaïs Nin,3.68
18361,Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin,4.13
18362,"The Diary of Anaïs Nin, Vol. 6: 1955-1966",Anaïs Nin,4.13
18363,"Anaïs Nin Herself: Read Selections from Her Diaries, 1931-34",Anaïs Nin,4.24
18365,"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1937-1939",Anaïs Nin,4.24
18366,"The Early Diary of Anaïs Nin, Vol. 3: 1923-1927",Anaïs Nin,4.18
18368,"The Early Diary of Anaïs Nin, Vol. 2: 1920-1923",Anaïs Nin,4.11
18370,Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.9
18373,Flowers for Algernon,Daniel Keyes,4.13
18380,"Algernon, Charlie, and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon",Daniel Keyes,4.07
18384,The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.11
18385,The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11
18388,"Tolstoy's ""The Death of Ivan Ilich"": A Critical Companion",Gary R. Jahn,4.33
18389,The Death of Ivan Ilych,Leo Tolstoy,4.08
18391,The Death of Ivan Ilyich/Master and Man,Leo Tolstoy,4.11
18392,The Lost Years of Merlin,T.A. Barron,3.98
18393,The Fires of Merlin,T.A. Barron,4.08
18394,The Mirror of Merlin,T.A. Barron,4.06
18395,The Wings of Merlin,T.A. Barron,4.11
18403,El Club Dante,Matthew Pearl,3.39
18404,El club Dante,Matthew Pearl,3.39
18405,Gone with the Wind,Margaret Mitchell,4.3
18406,The Complete Gone with the Wind Trivia Book: The Movie and More,Pauline Bartel,4.01
18408,Pictorial History of Gone with the Wind,Gerald C. Gardner,4.13
18410,Frankly My Dear,Herb Bridges,5
18412,The Wind Done Gone,Alice Randall,3.08
18413,Utopia,Thomas More,3.54
18415,Tinkering Toward Utopia: A Century of Public School Reform,David Tyack,3.71
18417,A Hand to Guide Me,Denzel Washington,3.78
18419,The Kissing Hand,Audrey Penn,4.43
18420,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan,4.27
18421,"Kiss, Bow, Or Shake Hands: The Bestselling Guide to Doing Business in More Than 60 Countries",Terri Morrison,4.06
18422,Gifted Hands: The Ben Carson Story,Ben Carson,4.21
18423,The Left Hand of Darkness (Hainish Cycle #4),Ursula K. Le Guin,4.07
18424,"Left Hand of God, The: Taking Back Our Country from the Religious Right",Michael Lerner,3.8
18425,Shake Hands with the Devil,Roméo Dallaire,4.24
18427,"In the Name of Love and Other True Cases (Crime Files, #4)",Ann Rule,4.04
18429,Commercial Paper (Articles 3&4 of Ucc with 2000 Supplement),Jack S. Ezon,0
18430,3ds Max 4 Ground Rules,Michael Todd Peterson,0
18431,The Rule of Four,Ian Caldwell,3.23
18432,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46
18435,The Rule Of Four,Ian Caldwell,3.23
18438,Time For Kids: Butterflies!,David Bjerklie,3.97
18440,How Far Can a Butterfly Fly? First Questions and Answers About Bugs,Time-Life Books,4
18441,Macbeth For Kids (Shakespeare Can Be Fun series),Lois Burdett,4.28
18448,"Death of a Celebrity (Hamish Macbeth, #17)",M.C. Beaton,3.84
18449,The Best of the Journal of Irreproducible Results,George H. Scherr,4.32
18450,Sex as a Heap of Malfunctioning Rubble: More of the Best of the Journal of Irreproducible Results,Marc Abrahams,3.75
18452,The Painted Bird,Jerzy Kosiński,3.93
18455,"The Spy Who Loved Me (James Bond, #10)",Ian Fleming,3.4
18460,Passion Play,Jerzy Kosiński,3.52
18461,Conversations with Jerzy Kosinski,Jerzy Kosiński,3.67
18462,Blind Date,Jerzy Kosiński,3.69
18463,The Devil Tree,Jerzy Kosiński,3.57
18464,Steps,Jerzy Kosiński,3.79
18466,"Passing By: Selected Essays, 1962-1991",Jerzy Kosiński,3.71
18467,The Hermit of 69th Street: The Working Papers of Norbert Kosky,Jerzy Kosiński,3.01
18468,A Journey to the Center of the Earth (Great Illustrated Classics),Howard J. Schwach,3.97
18472,Graphic Classics: Journey to the Center of the Earth,Fiona MacDonald,3.62
18475,Anti-Bias Curriculum: Tools for Empowering Young Children,Louise Derman-Sparks,4.21
18476,The Bias Against Guns: Why Almost Everything You've Heard About Gun Control is Wrong,John R. Lott Jr.,4.35
18477,Bush's War: Media Bias and Justifications for War in a Terrorist Age,Jim A. Kuypers,4
18479,Bias in Psychiatric Diagnosis,Paula J. Caplan,4.2
18480,Easy Bias-Covered Curves: Create Quilts with Wow Appeal,Wendy Hill,3.8
18481,Quick Quilts Using Quick Bias,Gretchen K. Hudock,3.57
18482,Beyond Bias and Barriers: Fulfilling the Potential of Women in Academic Science and Engineering,National Academy of Sciences,4
18484,Campbell's Soup Boxes,Andy Warhol,4
18486,Frankenstein Makes a Sandwich,Adam Rex,4.21
18487,Frankenstein,Mary Wollstonecraft Shelley,3.8
18488,"Frankenstein, or the Modern Prometheus",Mary Wollstonecraft Shelley,3.8
18494,Mary Shelley: Romance and Reality,Emily W. Sunstein,3.77
18495,The Monsters: Mary Shelley and the Curse of Frankenstein,Dorothy Hoobler,4.03
18496,"Mary Shelley: Her Life, Her Fiction, Her Monsters",Anne K. Mellor,3.9
18498,The Mary Shelley Reader,Mary Wollstonecraft Shelley,3.97
18499,Mary Shelley,Miranda Seymour,4.01
18500,The Faerie Queene: Books I to III,Edmund Spenser,3.79
18501,Edmund Spenser's Poetry,Edmund Spenser,3.86
18503,The Faerie Queene,Edmund Spenser,3.56
18505,The Works of Edmund Spenser,Edmund Spenser,4.21
18506,The Yale Edition of the Shorter Poems of Edmund Spenser,Edmund Spenser,4.01
18515,"Tales, Trails, and Tommyknockers: Stories from Colorado's Past",Myriam Friggens,4.03
18518,"The Diary of Virginia Woolf, Volume One: 1915-1919",Virginia Woolf,4.32
18519,"The Diary of Virginia Woolf, Volume Five: 1936-1941",Virginia Woolf,4.51
18520,"The Diary of Virginia Woolf, Volume Three: 1925-1930",Virginia Woolf,4.43
18523,"Collected Poems, 1917-1982",Archibald MacLeish,4.1
18524,Archibald MacLeish: An American Life,Scott Donaldson,3
18525,Dr. Faustus,Christopher Marlowe,3.8
18527,The World of Christopher Marlowe,David Riggs,3.87
18528,Christopher Marlowe: Poet & Spy,Park Honan,3.63
18529,Complete Poems,Christopher Marlowe,4.02
18531,The Reckoning: The Murder of Christopher Marlowe,Charles Nicholl,4.1
18533,Doctor Faustus and Other Plays,Christopher Marlowe,3.98
18536,Etiquette and Vitriol: The Food Chain and Other Plays,Nicky Silver,3.99
18538,Beautiful Child,Nicky Silver,3.44
18542,The Eros Trilogy,Nicky Silver,3.43
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06
18547,"King Lear, Macbeth, Indefinition, and Tragedy",Stephen  Booth,4.11
18549,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,3.79
18551,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,3.79
18553,"The Cay (The Cay, #1)",Theodore Taylor,3.77
18554,"Timothy of the Cay (The Cay, #2)",Theodore Taylor,3.8
18555,Literature Circle Guide,Susan Van Zile,5
18556,"The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs, Fastest Woman on Water",Kate Summerscale,3.69
18558,A Guide for Using the Cay in the Classroom,Denny,3.57
18561,Everest: Mountain Without Mercy,Broughton Coburn,4.04
18562,The Other Side of Everest: Climbing the North Face Through the Killer Storm,Matt Dickinson,3.88
18564,"The Summit (Everest, #3)",Gordon Korman,3.97
18565,The Kid Who Climbed Everest: The Incredible Story of a 23-Year-Old's Summit of Mt. Everest,Bear Grylls,4.01
18566,Ghosts of Everest: The Search for Mallory & Irvine,Jochen Hemmleb,4.06
18567,Detectives on Everest: The 2001 Mallory & Irvine Research Expedition,Jochen Hemmleb,3.96
18570,Life and Death on Mt. Everest: Sherpas and Himalayan Mountaineering,Sherry B. Ortner,3.69
18571,Left for Dead: My Journey Home from Everest,Beck Weathers,3.62
18573,The Lost Explorer: Finding Mallory on Mt. Everest,Conrad Anker,3.97
18574,Everest: Expedition to the Ultimate,Reinhold Messner,3.93
18575,Sound Studio Construction on a Budget,F. Alton Everest,3.81
18576,Everything on a Waffle (Coal Harbour #1),Polly Horvath,3.72
18579,Summer of my German Soldier,Bette Greene,3.68
18580,"Summer of My German Soldier (Summer of My German Soldier, #1)",Bette Greene,3.68
18591,Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum,3.88
18596,By Myself and Then Some,Lauren Bacall,3.95
18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.22
18603,The Mercy of Thin Air,Ronlyn Domingue,3.83
18604,"Out of Thin Air: Dinosaurs, Birds, and Earth's Ancient Atmosphere",Peter D. Ward,3.92
18606,Into Thin Air,Jon Krakauer,4.17
18608,"Money from Thin Air: The Story of Craig McCaw, the Visionary Who Invented the Cell Phone Industry, and His Next Billion-Dollar Idea",O. Casey Corr,4
18610,"Thin Air (Spenser, #22)",Robert B. Parker,3.91
18611,Visualizing Data,William S. Cleveland,3.9
18612,Visualizing Categorical Data,Michael Friendly,3.5
18613,"Statistical Graphics for Visualizing Multivariate Data, Volume 120",William G. Jacoby,3.5
18615,Princess Sultana's Daughters,Jean Sasson,3.89
18617,Princess Sultana's Circle (Princess Trilogy),Jean Sasson,4
18620,Graphical Methods for Data Analysis,John M. Chambers,4.5
18623,"The Collected Works of John W. Tukey: Volume V: Graphics, 1965-1985",John W. Tukey,4
18624,"Interrogativity: A Colloquium on the Grammar, Typology and Pragmatics of Questions in Seven Diverse Languages, Cleveland, Ohio, October 5th 1981-May 3rd 1982",William S. Chisholm,0
18627,Spot's Walk in the Woods: A Rebus Lift-the-Flap Book,Eric Hill,3.74
18628,The State of the Art,Iain M. Banks,3.84
18630,"The Player of Games (Culture, #2)",Iain M. Banks,4.27
18633,Chronicles,Bob Dylan,3.98
18636,Look to Windward,Iain M. Banks,4.2
18637,Use of Weapons,Iain M. Banks,4.18
18638,Le Sens du vent,Iain M. Banks,4.2
18639,"Two Girls, Fat and Thin",Mary Gaitskill,3.65
18640,Three Novels & Five Short Stories,Daphne du Maurier,4.12
18644,Country Wives (Barleybridge #2),Rebecca Shaw,3.92
18645,Unbroken Curses: Hidden Source of Trouble in the Christian’s Life,Rebecca  Brown,4.31
18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,3.76
18647,Galileo's Daughter,Dava Sobel,3.76
18653,Shop in the Name of Love (The Cheetah Girls #2),Deborah Gregory,3.65
18656,Essential Hinduism,Steven J. Rosen,3.64
18660,The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,David Bodanis,4.16
18661,The Body Book,David Bodanis,4.3
18667,E=mc2: A Biography of the World's Most Famous Equation,David Bodanis,4.09
18671,The Botany of Desire: A Plant's Eye View of the World,Michael Pollan,4.06
18673,Meeting God: Elements of Hindu Devotion,Stephen Huyler,4.11
18674,Meeting God in Quiet Places,F. LaGard Smith,4.29
18675,Meeting God,J.I. Packer,3.4
18676,The Great Trail Ride: Meeting God in the Wide Open Spaces,Jack Terry,3
18677,Meeting God in Holy Places: A Devotional Journey,F. LaGard Smith,4.46
18678,Meeting God Behind Enemy Lines: My Christian Testimony as A U.S. Navy Seal,Stephen H. Watkins,4.24
18680,Meeting God at Every Turn,Catherine Marshall,4.36
18681,Meeting God in Relationships,Ruth Goring,5
18684,Meeting God in Waiting,Juanita Ryan,5
18685,Meeting God in Quiet,Ruth Goring,0
18686,Meeting God in Busyness,Juanita Ryan,3.24
18690,Meeting God at the Boundaries: A Manual for Church Leaders,"Lucia, Ann McSpadden",5
18691,Meeting God Again,Mark Yurs,0
18692,Meeting God in Forgiveness,Stephen D. Eyre,0
18698,Along the Way: Meeting God and Neighbor in Unexpected Places,Linda L. Pickens-Jones,0
18699,My Life,Bill Clinton,3.73
18700,"My Life, Volume I: The Early Years",Bill Clinton,3.82
18702,"My Life, Volume II: The Presidential Years",Bill Clinton,3.81
18706,Yellow Brick Roads: Shared and Guided Paths to Independent Reading 4-12,Janet Allen,4.02
18709,Action Research for Teachers: Traveling the Yellow Brick Road,Mary Louise Holly,3.19
18710,"Murder on the Yellow Brick Road (Toby Peters, #2)",Stuart M. Kaminsky,3.63
18712,Secrets of the Yellow Brick Road: A Map for the Modern Spiritual Journey,Jesse Stewart,4
18714,Beyond the Yellow Brick Road,Barbara J. Mosher,3.5
18716,"Follow the Yellow Brick Road: Learning to Give, Take, and Use Instructions",Richard Saul Wurman,3.93
18718,Down the Yellow Brick Road:The Making of The Wizard of Oz,Doug McClelland,3.93
18720,The Tawdry Yellow Brick Road (Five Star First Edition Mystery),David Bischoff,0
18722,Alentejo Blue,Monica Ali,2.72
18723,Brick Lane,Monica Ali,3.41
18724,The Painter of Signs,R.K. Narayan,3.7
18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.19
18729,Songs in Ordinary Time,Mary McGarry Morris,3.71
18730,"Ordinary Time: Cycles in Marriage, Faith, and Renewal",Nancy Mairs,3.79
18731,"Biblical Meditations for Ordinary Time: Part I, Weeks 1 to 9",Carroll Sthulmueller,3.5
18732,"Biblical Meditations for Ordinary Time: Part III, Weeks 23 to 34",Carroll Stuhlmueller,3.25
18736,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,Mark Epstein,3.9
18737,"Going to Pieces: The Rise and Fall of the Slasher Film, 1978-1986",Adam Rockoff,3.95
18738,When Going to Pieces Holds You Together,William A. Miller,5
18741,One More For The Road,Ray Bradbury,3.69
18742,The Melancholy Death of Oyster Boy & Other Stories,Tim Burton,4.12
18744,Teachers Have It Easy: The Big Sacrifices And Small Salaries Of America's Teachers,Daniel Moulthrop,3.67
18745,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,3.68
18746,Confessions of a (Female) Chauvinist,Rosemary Daniell,4.38
18748,Color Correction for Digital Photographers Only,Ted Padova,4
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32
18750,"Beauty's Punishment (Sleeping Beauty, #2)",A.N. Roquelaure,3.62
18751,The Emperor's New Clothes,Samantha Easton,4
18752,Redressing the Emperor: Improving Our Children's Public Mental Health System,John S. Lyons,2.5
18753,The World's Last Night: And Other Essays,C.S. Lewis,4.18
18754,Last Night's Fun: In and Out of Time with Irish Music,Ciaran Carson,4.31
18755,"lastnightsparty: ""Where Were You Last Night?""",Merlin Bronques,3.69
18756,Last Night a DJ Saved My Life: The History of the Disc Jockey,Bill Brewster,4.22
18757,Last Night: Stories,James Salter,3.9
18758,The Last Night of Ballyhoo,Alfred Uhry,3.7
18761,Civilization and Its Discontents,Sigmund Freud,3.78
18763,"French Civilization and Its Discontents: Nationalism, Colonialism, Race",Tyler Stovall,3
18764,Masterwork Studies Series: Civilization and Its Discontents: An Anthropology for the Future,Thomas Parisi,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,4.27
18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26
18771,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,4.15
18772,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,4.24
18773,Ancient Greek Psychology and the Modern Mind-Body Debate,Erik Nis Ostenfeld,3
18774,Plato's Progeny: How Plato and Socrates Still Captivate the Modern Mind,Melissa Lane,3.83
18776,The Absalom Spirit: Revealing Disloyalty's Plan to Destroy You and Those You Trust,Ian M. Britza,4.33
18777,Flags in the Dust: Manuscripts,William Faulkner,3.88
18778,"Flags In The Dust  (Garland Faulkner Annotation Series, No 5)",Linda Elkins McDaniel,3
18780,William Faulkner: The Making of a Modernist,Daniel J. Singal,4.07
18789,Sanctuary,William Faulkner,3.64
18790,The Portable Faulkner,William Faulkner,4.29
18791,A Reader's Guide to William Faulkner: The Novels,Edmond L. Volpe,4
18792,One Matchless Time: A Life of William Faulkner,Jay Parini,3.98
18793,Go Down Moses (Modern Library),William Faulkner,3.93
18795,"The Guermantes Way (In Search of Lost Time, #3)",Marcel Proust,4.3
18798,"The Guermantes Way  (In Search of Lost Time, #3)",Marcel Proust,4.3
18799,"Sodom and Gomorrah (In Search of Lost Time, #4)",Marcel Proust,4.36
18800,"In Search of Lost Time, Vol. 2: Within a Budding Grove, Part 2 & The Guermantes' Way",Marcel Proust,4.56
18801,"The Captive & The Fugitive (In Search of Lost Time, #5-6)",Marcel Proust,4.39
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust,4.49
18803,The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust,4.14
18805,"Time Regained (In Search of Lost Time, #6)",Marcel Proust,4.49
18807,"Dostoevsky: The Mantle of the Prophet, 1871-1881",Joseph Frank,4.57
18808,Dostoevsky,Richard Freeborn,3.77
18812,"Dostoevsky: The Stir of Liberation, 1860-1865",Joseph Frank,4.48
18813,Reading Dostoevsky,Victor Terras,4.24
18815,"Dostoevsky, Kierkegaard, Nietzsche and Kafka",William Hubben,3.58
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin,4.35
18817,"Dostoevsky: The Years of Ordeal, 1850-1859",Joseph Frank,4.43
18820,Dostoevsky: A Biography,Leoníd Grossman,4.05
18821,Dostoevsky: His Life and Work,Konstantin Mochulsky,4.19
18823,The Grand Inquisitor,Fyodor Dostoyevsky,4.36
18825,Money,Martin Amis,3.71
18826,House of Meetings,Martin Amis,3.41
18827,Experience: A Memoir,Martin Amis,3.96
18828,The Rachel Papers,Martin Amis,3.59
18829,Yellow Dog,Martin Amis,2.79
18831,Success,Martin Amis,3.66
18832,Koba the Dread: Laughter and the Twenty Million,Martin Amis,3.84
18833,Dead Babies,Martin Amis,3.32
18834,Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,3.81
18835,Virginia Woolf: A Biography,Quentin Bell,4.17
18836,Growing: An Autobiography of the Years 1904 to 1911,Leonard Woolf,4.02
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09
18838,Journey Not The Arrival Matters: An Autobiography Of The Years 1939 To 1969,Leonard Woolf,3.82
18839,Orlando,Virginia Woolf,3.87
18840,The Common Reader,Virginia Woolf,4.16
18841,The London Scene: Six Essays on London Life,Virginia Woolf,3.87
18843,Women and Writing,Virginia Woolf,4.08
18846,Virginia Woolf,Hermione Lee,4.27
18848,Sowing: An Autobiography Of The Years 1880 To 1904,Leonard Woolf,3.73
18849,"The Letters of Virginia Woolf: Volume Six, 1936-1941",Virginia Woolf,4.48
18850,On Being Ill,Virginia Woolf,4.01
18851,Downhill All The Way: An Autobiography of the Years 1919 To 1939,Leonard Woolf,3.78
18852,The Years,Virginia Woolf,3.77
18853,"The Letters of Virginia Woolf: Volume Four, 1929-1931",Virginia Woolf,4.41
18854,Three Guineas,Virginia Woolf,3.87
18855,My Madness Saved Me: The Madness & Marriage of Virginia Woolf,Thomas Szasz,3.43
18856,The Lighthouse Encyclopedia: The Definitive Reference,Ray Jones,4.24
18858,The Ultimate Book of Lighthouses,Sara  Hunt,4.36
18859,16 Lighthouse Road,Debbie Macomber,4.08
18860,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift,4.26
18861,"The Eagle (The Lighthouse Family, #3)",Cynthia Rylant,4.08
18862,"The Storm (The Lighthouse Family, #1)",Cynthia Rylant,4.19
18863,"Lighthouses of the Pacific Coast: Your Guide to the Lighthouses of California, Oregon, and Washington",Randy Leffingwell,4.11
18866,Kingdom of Fear: Loathsome Secrets of a Star-crossed Child in the Final Days of the American Century,Hunter S. Thompson,3.95
18867,The Art of Maurice Sendak,Selma G. Lanes,4.43
18869,"I Miss You, Father Bear (Maurice Sendak's Little Bear)",Else Holmelund Minarik,3.94
18870,Little Bear Makes a Scarecrow (Maurice Sendak's Little Bear),Else Holmelund Minarik,4
18872,Warriors Of The Prophet: The Struggle For Islam,Mark Huband,3.11
18873,"The Poet, the Warrior, the Prophet",Rubem A. Alves,4.43
18875,"Prophets and Warriors (Children of the Lion, No 15)",Peter Danielson,4.43
18876,"Of Warriors, Lovers and Prophets: Unusual Stories from South Africa's Past",Max Du Preez,3.96
18877,"The Warrior Prophet (The Prince of Nothing, #2)",R. Scott Bakker,3.96
18878,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,4.28
18879,"The Belgariad, Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad, #4-5)",David Eddings,4.39
18880,"The Younger Gods (The Dreamers, #4)",David Eddings,3.34
18881,"The Malloreon, Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon, #1-3)",David Eddings,4.34
18882,"The Malloreon, Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon, #4-5)",David Eddings,4.36
18884,Polgara the Sorceress,David Eddings,4.09
18888,"Mistress of Magic (The Mists of Avalon, #1)",Marion Zimmer Bradley,4.12
18892,"The Forest House (Avalon, #2)",Marion Zimmer Bradley,3.86
18896,Lost: Lost and Found Pet Posters from Around the World,Ian       Phillips,3.59
18897,Winnie the Pooh's Nightmare: A Pop-Up Book,Bruce Talkington,4
18900,Who Will You Meet on Scary Street?,Christine Tagg,3.6
18901,The Book of Nightmares,Galway Kinnell,4.23
18902,"Book of Nightmares (Diadem, Worlds of Magic, #6)",John Peel,4.12
18903,The Young Oxford Book Of Nightmares,Dennis Pepper,3.84
18904,The Book of Nightmares: A Fiendish Guide to Your Scary Dreams,Phyllis Raybin Emert,3.6
18906,"The Nightmare Room: The Nightmare Begins! (The Nightmare Room, #1-3)",R.L. Stine,3.88
18908,"Timaeus: Translation. Glossary, Appendices and Introductory Essay",Plato,3.87
18909,Interrogating the Real,Slavoj Žižek,3.86
18910,The Parallax View,Slavoj Žižek,4
18911,Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,4.04
18912,The Sublime Object of Ideology,Slavoj Žižek,4.07
18913,The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,3.85
18914,Welcome to the Desert of the Real: Five Essays on September 11 and Related Dates,Slavoj Žižek,3.89
18915,"The Fragile Absolute: Or, Why Is the Christian Legacy Worth Fighting For?",Slavoj Žižek,3.72
18916,The Neighbor: Three Inquiries in Political Theology,Slavoj Žižek,3.8
18918,The Metastases of Enjoyment: Six Essays on Women and Causality,Slavoj Žižek,3.87
18919,How to Read Lacan,Slavoj Žižek,3.93
18920,On Practice and Contradiction,Mao Zedong,3.97
18921,On Belief,Slavoj Žižek,3.54
18922,The Ticklish Subject: The Absent Centre of Political Ontology,Slavoj Žižek,3.93
18923,Zizek: A Critical Introduction,Sarah   Kay,3.46
18924,The Universal Exception,Slavoj Žižek,3.84
18926,Conversations with Žižek,Slavoj Žižek,3.88
18927,Zizek's Politics,Jodi Dean,3.76
18929,Marcovaldo,Italo Calvino,3.89
18930,The Uses of Literature,Italo Calvino,4.07
18931,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85
18932,Dogsbody,Diana Wynne Jones,4.08
18934,"Dogsbody, Inc (Brown Bag Mystery, #2)",L.L. Thrasher,3.58
18935,Dogsbodies,Simon Drew,4
18937,In the Beginning...Was the Command Line,Neal Stephenson,3.8
18939,Unopened Casebook of Sherlock Holmes: Six Extraordinary Adventures,John Taylor,3.62
18941,"Sherlock's Home (Puppy Patrol, #23)",Jenny Dale,3.97
18942,The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.2
18943,Confessions of an Ugly Stepsister,Gregory Maguire,3.53
18947,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03
18949,We the Underpeople,Cordwainer Smith,4.21
18950,The Best of Cordwainer Smith,Cordwainer Smith,4.14
18952,The Rediscovery of Man,Cordwainer Smith,4.14
18953,The Science Fiction of Cordwainer Smith,Karen L. Hellekson,4.31
18956,Homicide: A Year on the Killing Streets,David Simon,4.38
18957,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon,4.43
18958,The Ten Commitments: Translating Good Intentions into Great Choices,David  Simon,3.91
18959,El Libertador: Writings of Simón Bolívar,Simón Bolívar,3.82
18960,Complex Information Processing: The Impact of Herbert A. Simon,Klahr,0
18961,Travell  Simons' Myofascial Pain and Dysfunction: The Trigger Point Manual: Two Volume Set: Second Edition/Volume 1 and First Edition/Volume 2,David G. Simons,4.47
18962,Hands Collected: The Books of Simon Perchik,Simon Perchik,4.25
18963,"Morgoth's Ring (The History of Middle-Earth, #10)",J.R.R. Tolkien,4.13
18964,"The War of the Jewels (The History of Middle-Earth, #11)",J.R.R. Tolkien,3.92
18967,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54
18970,Untangling Tolkien: A Chronological Reference to the Lord of the Rings,Michael W. Perry,3.71
18980,The Anime Art of Hayao Miyazaki,Dani Cavallaro,4.1
18981,Hayao Miyazaki: Master of Japanese Animation,Helen  McCarthy,3.93
18982,101 Ideas for Upstairs: Bedroom & Bathroom,Julie Savill,4
18984,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson,4.32
18988,The Mission Song,John le Carré,3.39
18989,"Tinker, Tailor, Soldier, Spy",John le Carré,4.05
18990,The Honourable Schoolboy,John le Carré,3.95
18991,Conversations With John le Carré (Literary Conversations Series),John le Carré,3.91
18992,Call for the Dead,John le Carré,3.82
18994,A New Collection of Three Complete Novels (A Perfect Spy / The Russia House / The Secret Pilgrim),John le Carré,4.2
18995,Absolute Friends,John le Carré,3.63
18996,Secret Pilgrim,John le Carré,3.96
18999,Smiley's People,John le Carré,4.26
19000,The Constant Gardener,John le Carré,3.8
19003,The Little Drummer Girl,John le Carré,3.97
19006,"How to Write a Damn Good Novel, II: Advanced Techniques for Dramatic Storytelling",James N. Frey,4.04
19007,The Key: How to Write Damn Good Fiction Using the Power of Myth,James N. Frey,3.86
19008,How to Write Damn Good Fiction: Advanced Techniques for Dramatic St,James N. Frey,3.86
19011,"Pliable Pupils and Sufficient Self-Directors: Narratives of Female Education by Five British Women Writers, 1778-1814",Barnita Bagchi,0
